Country_KR,Sector_Group,Project_Count_2019_2024,Share_2019_2024,Active_Years,Commitment_Raw,Disbursement_Raw,Top_Detail_Sectors
가나,공공행정,133,0.2818,6,6130901.31,4144510.71,공공정책 및 행정관리(50); 통신정책 및 행정관리(15); 분권화 및 지방정부 지원(15); 공공재정관리(15); 금융정책 및 행정관리(14)
가나,기술환경에너지,105,0.2225,6,2330500.59,2275843.59,정보통신기술(30); 기술연구개발(15); 도시개발 및 관리(14); 에너지정책 및 행정관리(10); 환경연구(6)
가나,농림수산,94,0.1992,6,16104136.71,9999370.15,농업 개발(30); 농업정책 및 행정관리(16); 식량생산(15); 어업 개발(9); 농촌개발(9)
가나,보건의료,49,0.1038,6,14204659.29,7697458.29,보건정책 및 행정관리(26); 기초보건진료(8); 보건인력개발(8); 의료서비스(7)
가나,교육,47,0.0996,6,9211934.57,6177451.28,"교육정책 및 행정관리(19); 중고등교육(7); 전문대,대학(원) 교육(4); 직업훈련(기초,중등수준)(3); 에너지 교육/훈련(3)"
가나,기타,29,0.0614,6,11607280.58,4195672.73,비특정분야(12); 성평등 조직(기구) 및 제도(9); 사업 개발 서비스(4); 책임감 있는 비즈니스(3); 석유 및 가스(1)
가나,긴급구호/취약성,15,0.0318,6,10098048.15,7356570.15,"전염병 관리 및 예방(말라리아,결핵, 성병, 코로나19 제외)(6); 여성폭력 근절(4); 재난위험경감(3); 사회보호/보장(1); 재난 대비능력 강화(1)"
가봉,기술환경에너지,3,0.375,3,37018.0,36542.0,기술연구개발(3)
가봉,공공행정,3,0.375,3,218838.45,218838.33,공공정책 및 행정관리(3)
가봉,농림수산,1,0.125,1,1852.0,1748.0,식량생산(1)
가봉,보건의료,1,0.125,1,0.06,0.04,보건정책 및 행정관리(1)
가이아나,공공행정,1,0.3333,1,140096.0,140096.0,공공정책 및 행정관리(1)
가이아나,긴급구호/취약성,1,0.3333,1,396689.0,396689.0,사회보호/보장(1)
가이아나,기술환경에너지,1,0.3333,1,0.0,0.0,환경정책 및 행정관리(1)
감비아,공공행정,8,0.4706,4,427577.98,427577.98,공공정책 및 행정관리(6); 건설정책 및 행정관리(1); 운송정책 및 행정관리(1)
감비아,기술환경에너지,2,0.1176,1,10958.0,10958.0,수자원정책 및 행정관리(1); 항공운송(1)
감비아,농림수산,2,0.1176,2,17026.0,17026.0,농업금융 서비스(1); 농업정책 및 행정관리(1)
감비아,긴급구호/취약성,2,0.1176,1,19711.0,19711.0,사회보호/보장(1); 인권 강화(1)
감비아,기타,1,0.0588,1,21531.0,21531.0,해양광물(1)
감비아,교육,1,0.0588,1,11249.0,11249.0,교사훈련(1)
감비아,보건의료,1,0.0588,1,0.01,0.01,보건정책 및 행정관리(1)
과테말라,공공행정,26,0.3611,6,1109394.14,2514232.14,공공정책 및 행정관리(11); 치안제도 관리 및 개선(8); 입법 및 사법제도 개발(4); 거시경제 정책(2); 통신정책 및 행정관리(1)
과테말라,기술환경에너지,24,0.3333,6,10153116.15,6453783.61,정보통신기술(6); 환경정책 및 행정관리(5); 도시개발 및 관리(4); 도로운송(4); 수자원정책 및 행정관리(2)
과테말라,기타,10,0.1389,6,1096358.18,1096358.18,비특정분야(10)
과테말라,농림수산,8,0.1111,5,248054.13,249570.13,농업정책 및 행정관리(3); 식량생산(3); 농업 개발(1); 농업 연구(1)
과테말라,긴급구호/취약성,2,0.0278,2,105202.0,105202.0,사회보호/보장(1); COVID-19(1)
과테말라,교육,2,0.0278,2,851372.0,851372.0,임업 교육/훈련(1); 교육시설 및 특별연수(1)
그레나다,공공행정,3,0.3,2,18175.03,18175.03,공공정책 및 행정관리(3)
그레나다,기술환경에너지,2,0.2,1,565003.0,437333.0,도로운송(1); 정보통신기술(1)
그레나다,농림수산,2,0.2,1,0.04,0.04,어업정책 및 행정관리(1); 어업 개발(1)
그레나다,보건의료,1,0.1,1,141595.0,141595.0,기초보건진료(1)
그레나다,교육,1,0.1,1,27895.0,27895.0,교육정책 및 행정관리(1)
그레나다,기타,1,0.1,1,0.0,0.11,비특정분야(1)
그외 지역 또는 다수국가 (미배분),기타,55,0.4825,6,141345328.96,141345328.96,비특정분야(38); 개발인식 증진(12); 다부문 원조(3); 구호 물자지원 및 서비스(2)
그외 지역 또는 다수국가 (미배분),공공행정,35,0.307,6,331188893.98,331578634.98,행정비용(33); 공공정책 및 행정관리(2)
그외 지역 또는 다수국가 (미배분),긴급구호/취약성,17,0.1491,6,13019880.52,13053485.52,재난 대비능력 강화(10); 사회보호/보장(6); COVID-19(1)
그외 지역 또는 다수국가 (미배분),교육,4,0.0351,4,4114594.17,4114594.17,환경교육/훈련(4)
그외 지역 또는 다수국가 (미배분),기술환경에너지,2,0.0175,1,1.98,1.98,환경정책 및 행정관리(2)
그외 지역 또는 다수국가 (미배분),보건의료,1,0.0088,1,0.0,1012534.0,기초보건진료(1)
기니,공공행정,3,0.6,3,426328.0,350235.07,공공정책 및 행정관리(3)
기니,교육,1,0.2,1,11249.0,11249.0,교사훈련(1)
기니,기술환경에너지,1,0.2,1,0.02,0.02,에너지정책 및 행정관리(1)
기니비사우,공공행정,3,0.6,2,815563.0,815563.0,공공정책 및 행정관리(3)
기니비사우,교육,1,0.2,1,11249.0,11249.0,교사훈련(1)
기니비사우,보건의료,1,0.2,1,183980.0,183980.0,기초의료설비(1)
나미비아,공공행정,7,0.7,5,448434.0,448434.0,공공정책 및 행정관리(6); 운송정책 및 행정관리(1)
나미비아,농림수산,2,0.2,2,15231.0,15231.0,농업정책 및 행정관리(1); 농업 개발(1)
나미비아,기술환경에너지,1,0.1,1,4493.0,4493.0,항공운송(1)
나우루,공공행정,2,0.6667,2,260383.0,260383.0,공공정책 및 행정관리(1); 통신정책 및 행정관리(1)
나우루,교육,1,0.3333,1,101910.0,101910.0,교육시설 및 특별연수(1)
나이지리아,공공행정,77,0.2674,6,14884656.96,7351606.03,공공정책 및 행정관리(32); 통신정책 및 행정관리(15); 운송정책 및 행정관리(7); 치안제도 관리 및 개선(5); 통상정책 및 행정관리(4)
나이지리아,기술환경에너지,75,0.2604,6,1446867.33,1404885.33,기술연구개발(18); 정보통신기술(17); 에너지정책 및 행정관리(15); 항공운송(8); 도시개발 및 관리(7)
나이지리아,농림수산,62,0.2153,6,712911.26,694114.26,농업정책 및 행정관리(15); 식량생산(15); 농업 개발(15); 농촌개발(8); 농수산물 가공업(3)
나이지리아,교육,28,0.0972,6,11257605.02,6124554.63,교육정책 및 행정관리(15); 에너지 교육/훈련(5); 초등교육(5); 운송 및 창고부문 교육(3)
나이지리아,기타,18,0.0625,6,1048538.24,1042185.06,성평등 조직(기구) 및 제도(7); 비특정분야(6); 책임감 있는 비즈니스(3); 반부패기구 및 제도 지원(1); 사업 개발 서비스(1)
나이지리아,보건의료,18,0.0625,5,316470.21,310536.21,보건정책 및 행정관리(15); 보건인력개발(3)
나이지리아,긴급구호/취약성,10,0.0347,6,280835.01,280619.01,"재난위험경감(3); 여성폭력 근절(3); COVID-19(2); 사회보호/보장(1); 전염병 관리 및 예방(말라리아,결핵, 성병, 코로나19 제외)(1)"
남수단,기술환경에너지,2,0.6667,1,0.02,0.02,정보통신기술(1); 수자원보호(1)
남수단,공공행정,1,0.3333,1,0.0,0.0,공공정책 및 행정관리(1)
남아메리카 지역 (미배분),긴급구호/취약성,1,1.0,1,164678.0,164678.0,COVID-19(1)
남아프리카공화국,교육,4,0.3636,3,1099433.0,1082159.0,"교육시설 및 특별연수(3); 직업훈련(기초,중등수준)(1)"
남아프리카공화국,농림수산,3,0.2727,3,189980.0,400848.0,농업 개발(2); 농업관련 기자재(1)
남아프리카공화국,공공행정,2,0.1818,2,4828.0,4828.0,치안제도 관리 및 개선(1); 공공정책 및 행정관리(1)
남아프리카공화국,기술환경에너지,2,0.1818,2,193708.0,193708.05,기초식수공급 및 기초위생에 포함되지 않는 기타(1); 정보통신기술(1)
네팔,공공행정,99,0.2886,6,11556938.58,5119938.57,공공정책 및 행정관리(46); 분권화 및 지방정부 지원(10); 치안제도 관리 및 개선(8); 통상정책 및 행정관리(7); 공공재정관리(6)
네팔,기술환경에너지,58,0.1691,6,11253271.25,9077413.03,정보통신기술(19); 도시개발 및 관리(12); 기술연구개발(8); 환경정책 및 행정관리(5); 수자원정책 및 행정관리(3)
네팔,농림수산,57,0.1662,6,5551628.14,4422526.98,식량생산(16); 농업 개발(15); 농업정책 및 행정관리(9); 농촌개발(8); 어업 개발(6)
네팔,교육,52,0.1516,6,10004510.58,13249055.25,"직업훈련(기초,중등수준)(10); 교육정책 및 행정관리(9); 교사훈련(6); 비정규 농업훈련(5); 전문대,대학(원) 교육(5)"
네팔,보건의료,38,0.1108,6,12042916.47,6820784.27,보건정책 및 행정관리(15); 의료서비스(12); 기초보건진료(6); 기초의료설비(3); 보건인력개발(2)
네팔,기타,27,0.0787,6,10823571.53,3423697.53,비특정분야(15); 성평등 조직(기구) 및 제도(6); 책임감 있는 비즈니스(3); 이민 이주 원활화(2); 구호 물자지원 및 서비스(1)
네팔,긴급구호/취약성,12,0.035,6,424550.18,421301.18,사회보호/보장(5); 여성폭력 근절(3); 재난 대비능력 강화(2); 인권 강화(1); 재난위험경감(1)
니우에,기술환경에너지,1,0.5,1,120729.0,120729.0,환경정책 및 행정관리(1)
니우에,농림수산,1,0.5,1,0.05,0.05,어업정책 및 행정관리(1)
니제르,보건의료,3,0.75,3,307247.0,307247.04,기초의료설비(2); 의료서비스(1)
니제르,공공행정,1,0.25,1,197530.0,197530.0,공공정책 및 행정관리(1)
니카라과,공공행정,12,0.3636,3,85327.0,851721.0,공공정책 및 행정관리(7); 공공재정관리(3); 통계능력 강화(1); 통상정책 및 행정관리(1)
니카라과,기술환경에너지,7,0.2121,3,45541.0,44753.0,환경정책 및 행정관리(2); 도시개발 및 관리(2); 에너지정책 및 행정관리(2); 정보통신기술(1)
니카라과,농림수산,7,0.2121,3,197954.0,196198.0,농촌개발(4); 어업 개발(2); 농업 개발(1)
니카라과,교육,4,0.1212,3,30741.0,1736319.0,"교사훈련(3); 직업훈련(기초,중등수준)(1)"
니카라과,보건의료,2,0.0606,1,906087.0,906087.0,기초의료설비(1); 기초보건진료(1)
니카라과,기타,1,0.0303,1,50495.0,50495.0,비특정분야(1)
도미니카공화국,교육,42,0.2763,6,5384249.68,6709588.13,"전문대,대학(원) 교육(8); 교육정책 및 행정관리(6); 보건교육(5); 중고등교육(5); 교육시설 및 특별연수(4)"
도미니카공화국,공공행정,41,0.2697,6,896782.57,885026.57,공공정책 및 행정관리(27); 금융정책 및 행정관리(3); 통상정책 및 행정관리(3); 거시경제 정책(3); 치안제도 관리 및 개선(2)
도미니카공화국,기타,29,0.1908,6,9324876.42,6163192.76,비특정분야(12); 가족계획(6); 비정규/유사 금융기관(4); 성평등 조직(기구) 및 제도(4); 기초사회서비스에 대한 다부문 원조(2)
도미니카공화국,기술환경에너지,14,0.0921,5,6557008.03,619437.37,환경정책 및 행정관리(5); 도시개발 및 관리(3); 정보통신기술(2); 문화 및 레크리에이션(2); 자연문화유산 보호(2)
도미니카공화국,보건의료,11,0.0724,6,470747.27,470747.27,기초보건진료(5); 보건정책 및 행정관리(5); 의료서비스(1)
도미니카공화국,긴급구호/취약성,10,0.0658,6,676756.1,676756.1,사회보호/보장(4); 여성폭력 근절(3); COVID-19(2); 재난위험경감(1)
도미니카공화국,농림수산,5,0.0329,3,93883.03,93883.03,농촌개발(2); 수산물 유통지원(1); 농업 개발(1); 어업 개발(1)
동티모르,교육,72,0.2571,6,12186439.73,8893905.59,"교육정책 및 행정관리(16); 중고등교육(9); 초등교육(9); 교육시설 및 특별연수(8); 전문대,대학(원) 교육(6)"
동티모르,기술환경에너지,64,0.2286,6,5450918.25,5223519.25,도시개발 및 관리(13); 기술연구개발(8); 정보통신기술(7); 수자원정책 및 행정관리(5); 환경정책 및 행정관리(5)
동티모르,공공행정,63,0.225,6,2610640.52,2609209.52,공공정책 및 행정관리(32); 금융정책 및 행정관리(7); 치안제도 관리 및 개선(7); 공공재정관리(6); 민주적 참여와 시민사회(5)
동티모르,농림수산,31,0.1107,6,6740829.02,2932889.55,어업 개발(9); 농업 개발(9); 농촌개발(4); 농업정책 및 행정관리(3); 축산(2)
동티모르,보건의료,30,0.1071,6,6428428.78,6388301.5,보건정책 및 행정관리(12); 결핵 관리 및 예방(6); 기초보건진료(4); 의료서비스(3); 보건인력개발(3)
동티모르,기타,16,0.0571,6,3275905.72,3277421.72,비특정분야(12); 성평등 조직(기구) 및 제도(3); 광물 탐사(1)
동티모르,긴급구호/취약성,4,0.0143,3,7340596.01,1023396.01,여성폭력 근절(2); COVID-19(2)
라오스,공공행정,160,0.2832,6,6022282.1,14198862.2,공공정책 및 행정관리(88); 통신정책 및 행정관리(15); 분권화 및 지방정부 지원(11); 공공재정관리(11); 통상정책 및 행정관리(9)
라오스,기술환경에너지,138,0.2442,6,51020472.29,13733667.98,정보통신기술(26); 도시개발 및 관리(16); 기술연구개발(15); 에너지정책 및 행정관리(11); 수자원정책 및 행정관리(10)
라오스,교육,94,0.1664,6,10892728.07,9858321.8,"교육정책 및 행정관리(16); 전문대,대학(원) 교육(12); 중고등교육(10); 성인 기초생활교육(7); 직업훈련(기초,중등수준)(6)"
라오스,농림수산,76,0.1345,6,28740710.17,10903935.28,식량생산(23); 농업 개발(15); 농촌개발(13); 농업정책 및 행정관리(11); 농수산물 가공업(8)
라오스,보건의료,42,0.0743,6,20971061.37,18577134.38,의료서비스(25); 보건정책 및 행정관리(6); 기초보건진료(6); 보건인력개발(3); 기초영양(2)
라오스,기타,39,0.069,6,5194745.74,5180097.21,비특정분야(15); 성평등 조직(기구) 및 제도(12); 다부문 원조(3); 책임감 있는 비즈니스(3); 민간주도의 분쟁예방(2)
라오스,긴급구호/취약성,16,0.0283,5,7982100.08,6788553.66,여성폭력 근절(11); COVID-19(3); 사회보호/보장(2)
라이베리아,공공행정,6,0.6667,2,345703.03,345703.03,공공정책 및 행정관리(4); 거시경제 정책(1); 공공재정관리(1)
라이베리아,교육,1,0.1111,1,10005.0,10005.0,교육정책 및 행정관리(1)
라이베리아,농림수산,1,0.1111,1,19841.0,19841.0,농업정책 및 행정관리(1)
라이베리아,보건의료,1,0.1111,1,0.02,0.02,보건정책 및 행정관리(1)
레바논,공공행정,7,0.5,4,383792.31,383792.31,공공정책 및 행정관리(5); 치안제도 관리 및 개선(1); 공공 조달(1)
레바논,기술환경에너지,4,0.2857,3,4720148.0,595049.13,중앙그리드 태양광발전(2); 생물권역 보호(1); 환경정책 및 행정관리(1)
레바논,농림수산,2,0.1429,2,11194.0,11194.0,농업정책 및 행정관리(1); 농업 개발(1)
레바논,교육,1,0.0714,1,200098.0,200098.0,교육시설 및 특별연수(1)
레소토,교육,4,0.4444,4,1140526.0,1140526.0,교육시설 및 특별연수(2); 교사훈련(1); 중고등교육(1)
레소토,기술환경에너지,3,0.3333,2,108754.02,108754.02,환경정책 및 행정관리(2); 에너지정책 및 행정관리(1)
레소토,농림수산,1,0.1111,1,0.6,0.4,농업관련 기자재(1)
레소토,공공행정,1,0.1111,1,0.0,0.0,공공정책 및 행정관리(1)
르완다,공공행정,86,0.2324,6,19039120.96,3157987.62,공공정책 및 행정관리(32); 통신정책 및 행정관리(15); 분권화 및 지방정부 지원(15); 통상정책 및 행정관리(7); 공공재정관리(7)
르완다,기술환경에너지,78,0.2108,6,2058766.6,2035853.2,정보통신기술(29); 도시개발 및 관리(13); 기술연구개발(8); 에너지정책 및 행정관리(7); 수자원정책 및 행정관리(6)
르완다,교육,69,0.1865,6,18471142.16,17017972.58,"교육정책 및 행정관리(17); 교사훈련(12); 초등교육(8); 취학전교육(7); 직업훈련(기초,중등수준)(6)"
르완다,농림수산,68,0.1838,6,20660088.14,11416185.93,농업 개발(24); 식량생산(13); 농촌개발(13); 농업정책 및 행정관리(8); 어업 개발(4)
르완다,기타,34,0.0919,6,5255713.58,9271723.98,"비특정분야(12); 개도국 국내 재원조성(10); 성평등 조직(기구) 및 제도(5); 섬유,피혁 및 대체소재(3); 책임감 있는 비즈니스(3)"
르완다,보건의료,24,0.0649,6,965357.1,956406.1,보건정책 및 행정관리(18); 기초보건진료(4); 의료서비스(2)
르완다,긴급구호/취약성,11,0.0297,6,1437723.12,1437723.12,사회보호/보장(8); COVID-19(2); 여성폭력 근절(1)
리비아,공공행정,2,0.4,2,191928.0,191928.0,공공정책 및 행정관리(2)
리비아,교육,2,0.4,2,490013.0,490013.0,"직업훈련(기초,중등수준)(2)"
리비아,긴급구호/취약성,1,0.2,1,185319.0,185319.0,COVID-19(1)
마다가스카르,공공행정,13,0.3333,5,353089.02,354605.02,공공정책 및 행정관리(8); 통신정책 및 행정관리(3); 치안제도 관리 및 개선(1); 민주적 참여와 시민사회(1)
마다가스카르,기술환경에너지,10,0.2564,6,6120808.02,705773.02,도시개발 및 관리(3); 정보통신기술(3); 환경연구(2); 생물 다양성(1); 에너지정책 및 행정관리(1)
마다가스카르,교육,5,0.1282,1,385914.0,385914.0,"초등교육(2); 교육시설 및 특별연수(1); 직업훈련(기초,중등수준)(1); 교사훈련(1)"
마다가스카르,긴급구호/취약성,5,0.1282,3,227050.03,227050.03,재난위험경감(2); COVID-19(1); 재난 대비능력 강화(1); 여성폭력 근절(1)
마다가스카르,농림수산,3,0.0769,2,18253.03,18253.03,임업정책 및 행정관리(1); 농업 개발(1); 어업정책 및 행정관리(1)
마다가스카르,보건의료,2,0.0513,2,157467.0,160891.0,기초의료설비(2)
마다가스카르,기타,1,0.0256,1,15001.0,15001.0,다부문 원조(1)
마셜제도,기술환경에너지,5,0.625,3,387692.62,387692.62,중앙그리드 태양광발전(2); 환경정책 및 행정관리(2); 기초식수공급 및 기초위생에 포함되지 않는 기타(1)
마셜제도,농림수산,2,0.25,1,0.31,0.31,농업관련 기자재(2)
마셜제도,교육,1,0.125,1,9404.0,9404.0,어업 교육/훈련(1)
마이크로네시아연방,공공행정,1,1.0,1,195901.0,195901.0,공공정책 및 행정관리(1)
말라위,공공행정,11,0.2558,5,79316.04,72818.04,공공정책 및 행정관리(5); 분권화 및 지방정부 지원(3); 통신정책 및 행정관리(2); 운송정책 및 행정관리(1)
말라위,농림수산,11,0.2558,3,84576.4,78079.4,어업 개발(3); 농업정책 및 행정관리(3); 어업정책 및 행정관리(2); 농업 개발(2); 농촌개발(1)
말라위,보건의료,8,0.186,3,568123.04,561625.04,보건정책 및 행정관리(7); 기초의료설비(1)
말라위,기술환경에너지,6,0.1395,2,6519.07,6519.07,환경정책 및 행정관리(3); 정보통신기술(3)
말라위,기타,5,0.1163,3,178481.01,178872.01,책임감 있는 비즈니스(3); Lower secondary education(2)
말라위,교육,2,0.0465,2,11249.2,11249.2,교사훈련(1); 교육시설 및 특별연수(1)
말레이시아,공공행정,10,0.3571,5,90332.02,90332.02,공공정책 및 행정관리(6); 비즈니스 정책 및 행정관리(2); 운송정책 및 행정관리(1); 거시경제 정책(1)
말레이시아,기술환경에너지,9,0.3214,3,440057.0,440057.0,연구/과학기관(3); 엔지니어링(기계공업)(3); 항공운송(1); 수자원정책 및 행정관리(1); 정보통신기술(1)
말레이시아,교육,3,0.1071,3,40061.04,40061.04,의료교육 및 훈련(1); 무역교육 및 훈련(1); 교육정책 및 행정관리(1)
말레이시아,기타,2,0.0714,2,43460.0,43460.0,원자력 발전소(1); 이민 이주 원활화(1)
말레이시아,보건의료,2,0.0714,2,11498.0,11498.0,보건정책 및 행정관리(2)
말레이시아,농림수산,2,0.0714,2,11159.0,11159.0,농업 개발(1); 농업정책 및 행정관리(1)
말리,공공행정,3,0.75,3,401694.0,296413.03,공공정책 및 행정관리(3)
말리,교육,1,0.25,1,22498.0,22498.0,교사훈련(1)
멕시코,보건의료,3,0.3,3,94149.0,94149.0,보건정책 및 행정관리(2); 기초의료설비(1)
멕시코,기술환경에너지,2,0.2,2,81818.03,81818.03,환경정책 및 행정관리(2)
멕시코,공공행정,2,0.2,1,0.04,0.04,공공정책 및 행정관리(1); 공공 조달(1)
멕시코,교육,1,0.1,1,6273.0,6273.0,의료교육 및 훈련(1)
멕시코,기타,1,0.1,1,12300.0,12300.0,개도국 국내 재원조성(1)
멕시코,긴급구호/취약성,1,0.1,1,7018.0,7018.0,재난 대비능력 강화(1)
모로코,교육,43,0.3413,6,9962836.73,4874940.2,"교육정책 및 행정관리(7); 전문대,대학(원) 교육(5); 성인 기초생활교육(5); 교사훈련(5); 교육시설 및 특별연수(4)"
모로코,기술환경에너지,31,0.246,6,16995688.25,9548252.38,에너지정책 및 행정관리(9); 정보통신기술(6); 에너지 보존 및 수요 효율성(6); 라디오/텔레비전/인쇄매체(2); 문화 및 레크리에이션(2)
모로코,공공행정,19,0.1508,5,748291.15,831806.15,공공정책 및 행정관리(12); 운송정책 및 행정관리(5); 통계능력 강화(1); 금융정책 및 행정관리(1)
모로코,기타,13,0.1032,6,2082420.42,2082420.42,"비특정분야(11); 섬유,피혁 및 대체소재(2)"
모로코,긴급구호/취약성,9,0.0714,5,514617.3,511368.3,사회보호/보장(5); 여성폭력 근절(3); COVID-19(1)
모로코,보건의료,9,0.0714,6,3627908.01,1453748.89,보건인력개발(4); 보건정책 및 행정관리(3); 의료서비스(2)
모로코,농림수산,2,0.0159,2,7756.0,7756.0,농업 개발(1); 농업정책 및 행정관리(1)
모리셔스,농림수산,3,0.375,3,29510.0,29510.0,농업정책 및 행정관리(2); 농업 개발(1)
모리셔스,공공행정,3,0.375,2,197943.03,197943.03,공공정책 및 행정관리(3)
모리셔스,교육,1,0.125,1,0.11,0.11,중고등교육(1)
모리셔스,기술환경에너지,1,0.125,1,0.01,0.01,환경정책 및 행정관리(1)
모리타니아,공공행정,3,0.6,2,127872.3,127872.3,공공정책 및 행정관리(3)
모리타니아,농림수산,1,0.2,1,14287.0,14287.0,수산물 유통지원(1)
모리타니아,기술환경에너지,1,0.2,1,0.02,0.02,에너지정책 및 행정관리(1)
모잠비크,공공행정,29,0.2339,6,8088549.01,4459000.97,공공정책 및 행정관리(19); 운송정책 및 행정관리(6); 분권화 및 지방정부 지원(3); 공공재정관리(1)
모잠비크,농림수산,28,0.2258,6,359294.04,350036.85,농업 개발(10); 농업정책 및 행정관리(6); 식량생산(4); 농수산물 가공업(3); 농업협동조합(2)
모잠비크,기술환경에너지,24,0.1935,6,8141950.21,1889932.39,환경정책 및 행정관리(8); 수자원정책 및 행정관리(8); 정보통신기술(5); 에너지정책 및 행정관리(2); 기술연구개발(1)
모잠비크,교육,20,0.1613,6,8044564.0,4862010.18,"직업훈련(기초,중등수준)(6); 교사훈련(6); 에너지 교육/훈련(3); 교육정책 및 행정관리(3); 고급기술 및 관리자 교육(1)"
모잠비크,기타,11,0.0887,6,745428.27,745428.27,비특정분야(11)
모잠비크,긴급구호/취약성,7,0.0565,5,495432.01,495432.01,COVID-19(3); 재난위험경감(3); 재난 대비능력 강화(1)
모잠비크,보건의료,5,0.0403,4,51730.16,53246.16,보건정책 및 행정관리(4); 의료연구(1)
몬테네그로,공공행정,4,0.4444,4,439058.0,439058.0,공공정책 및 행정관리(4)
몬테네그로,보건의료,2,0.2222,2,529626.0,529626.0,보건정책 및 행정관리(1); 기초의료설비(1)
몬테네그로,기타,1,0.1111,1,5645.0,5645.0,원자력 발전소(1)
몬테네그로,교육,1,0.1111,1,6273.0,6273.0,의료교육 및 훈련(1)
몬테네그로,기술환경에너지,1,0.1111,1,249394.0,249394.0,환경연구(1)
몰도바,보건의료,3,0.6,3,737707.72,737707.72,기초의료설비(2); 의료서비스(1)
몰도바,기술환경에너지,2,0.4,2,328792.0,328792.0,정보통신기술(2)
몰디브,기술환경에너지,2,0.3333,1,15398.0,15398.0,항공운송(1); 정보통신기술(1)
몰디브,공공행정,2,0.3333,1,22756.0,22756.0,운송정책 및 행정관리(1); 공공정책 및 행정관리(1)
몰디브,교육,1,0.1667,1,180000.0,245.0,의료교육 및 훈련(1)
몰디브,보건의료,1,0.1667,1,0.0,0.1,기초의료설비(1)
몽골,공공행정,151,0.3152,6,28032096.04,17585170.54,공공정책 및 행정관리(57); 공공재정관리(16); 분권화 및 지방정부 지원(15); 통신정책 및 행정관리(12); 통상정책 및 행정관리(11)
몽골,기술환경에너지,113,0.2359,6,31219215.71,6651914.16,정보통신기술(25); 도시개발 및 관리(23); 에너지정책 및 행정관리(15); 환경정책 및 행정관리(13); 환경연구(8)
몽골,교육,96,0.2004,6,41034282.82,20178956.41,"전문대,대학(원) 교육(19); 교육정책 및 행정관리(15); 고급기술 및 관리자 교육(11); 초등교육(8); 에너지 교육/훈련(7)"
몽골,보건의료,38,0.0793,6,1654482.37,1645434.37,보건정책 및 행정관리(21); 의료서비스(12); 기초보건진료(4); 보건인력개발(1)
몽골,기타,33,0.0689,6,8113610.47,3594329.47,비특정분야(12); 성평등 조직(기구) 및 제도(12); 다부문 원조(3); 책임감 있는 비즈니스(3); 원자력 발전소(1)
몽골,농림수산,32,0.0668,6,779825.14,777712.14,농업정책 및 행정관리(9); 농업 개발(7); 농촌개발(6); 농업 연구(3); 농수산물 가공업(3)
몽골,긴급구호/취약성,16,0.0334,6,967043.14,967043.14,"사회보호/보장(5); COVID-19(3); 재난위험경감(3); 여성폭력 근절(3); 전염병 관리 및 예방(말라리아,결핵, 성병, 코로나19 제외)(2)"
미얀마,공공행정,81,0.2893,6,16338673.01,2571751.01,공공정책 및 행정관리(27); 통상정책 및 행정관리(12); 통신정책 및 행정관리(9); 분권화 및 지방정부 지원(9); 금융정책 및 행정관리(8)
미얀마,기술환경에너지,68,0.2429,6,36356101.01,3832080.01,도시개발 및 관리(13); 정보통신기술(12); 기술연구개발(7); 에너지정책 및 행정관리(6); 항공운송(5)
미얀마,농림수산,62,0.2214,6,43942459.0,11529753.17,농업 개발(18); 농촌개발(14); 식량생산(12); 농업정책 및 행정관리(6); 농업관련 서비스(6)
